0: 11694
1: 16209
2: 12939
3: 4259
4: 16489
5: 10083
6: 7503
7: 5970
8: 4973
9: 5515
10: 5496
11: 5192
12: 12553
13: 14048
14: 12070
15: 7265
16: 9413
17: 4732
18: 15395
19: 7265
20: 12099
21: 9429
22: 14465
23: 8763
24: 3878
25: 12951
26: 11751
27: 10987
28: 14423
29: 12936
30: 7824
31: 12097
32: 10103
33: 5515
34: 11487
35: 10937
36: 15426
37: 11487
38: 6727
39: 21947
40: 11639
41: 23034
42: 9758
43: 21961
44: 11346
45: 18576
46: 17486
47: 18973
48: 10470
49: 12741
